Semester,Section Number,Course Prefix,Course Number,Course Title,Course,Letter Grade,Count of letter grade,Department/Program
Summer 2011,74255,EDC,S390T,ART OF THE PICTURE BOOK,"EDC-S390T: ART OF THE PICTURE BOOK, Section no. 74255",A-,1,Curriculum And Instruction
Summer 2011,74255,EDC,S390T,ART OF THE PICTURE BOOK,"EDC-S390T: ART OF THE PICTURE BOOK, Section no. 74255",A,10,Curriculum And Instruction
Summer 2011,74525,EDA,F396R,DISSERTATION SEMINAR,"EDA-F396R: DISSERTATION SEMINAR, Section no. 74525",Other,1,EDUCATIONAL ADMINISTRATION
Summer 2011,74525,EDA,F396R,DISSERTATION SEMINAR,"EDA-F396R: DISSERTATION SEMINAR, Section no. 74525",B,1,EDUCATIONAL ADMINISTRATION
Summer 2011,74525,EDA,F396R,DISSERTATION SEMINAR,"EDA-F396R: DISSERTATION SEMINAR, Section no. 74525",A,11,EDUCATIONAL ADMINISTRATION
Summer 2011,74600,EDA,S381P,QUANT RSCH DESIGN AND ANALYSIS,"EDA-S381P: QUANT RSCH DESIGN AND ANALYSIS, Section no. 74600",B,1,EDUCATIONAL ADMINISTRATION
Summer 2011,74600,EDA,S381P,QUANT RSCH DESIGN AND ANALYSIS,"EDA-S381P: QUANT RSCH DESIGN AND ANALYSIS, Section no. 74600",A-,4,EDUCATIONAL ADMINISTRATION
Summer 2011,74600,EDA,S381P,QUANT RSCH DESIGN AND ANALYSIS,"EDA-S381P: QUANT RSCH DESIGN AND ANALYSIS, Section no. 74600",A,9,EDUCATIONAL ADMINISTRATION
Summer 2011,74645,EDA,S393D,LAW AND DISABILITIES,"EDA-S393D: LAW AND DISABILITIES, Section no. 74645",A-,2,EDUCATIONAL ADMINISTRATION
Summer 2011,74645,EDA,S393D,LAW AND DISABILITIES,"EDA-S393D: LAW AND DISABILITIES, Section no. 74645",A,8,EDUCATIONAL ADMINISTRATION
Summer 2011,74720,EDP,F363,3-HUMAN SEXUALITY,"EDP-F363: 3-HUMAN SEXUALITY, Section no. 74720",Other,9,Educational Psychology
Summer 2011,74720,EDP,F363,3-HUMAN SEXUALITY,"EDP-F363: 3-HUMAN SEXUALITY, Section no. 74720",C-,1,Educational Psychology
Summer 2011,74720,EDP,F363,3-HUMAN SEXUALITY,"EDP-F363: 3-HUMAN SEXUALITY, Section no. 74720",C,2,Educational Psychology
Summer 2011,74720,EDP,F363,3-HUMAN SEXUALITY,"EDP-F363: 3-HUMAN SEXUALITY, Section no. 74720",C+,2,Educational Psychology
Summer 2011,74720,EDP,F363,3-HUMAN SEXUALITY,"EDP-F363: 3-HUMAN SEXUALITY, Section no. 74720",B-,2,Educational Psychology
Summer 2011,74720,EDP,F363,3-HUMAN SEXUALITY,"EDP-F363: 3-HUMAN SEXUALITY, Section no. 74720",B,9,Educational Psychology
Summer 2011,74720,EDP,F363,3-HUMAN SEXUALITY,"EDP-F363: 3-HUMAN SEXUALITY, Section no. 74720",B+,6,Educational Psychology
Summer 2011,74720,EDP,F363,3-HUMAN SEXUALITY,"EDP-F363: 3-HUMAN SEXUALITY, Section no. 74720",A-,7,Educational Psychology
Summer 2011,74720,EDP,F363,3-HUMAN SEXUALITY,"EDP-F363: 3-HUMAN SEXUALITY, Section no. 74720",A,29,Educational Psychology
Summer 2011,74725,EDP,F363,3-HUMAN SEXUALITY,"EDP-F363: 3-HUMAN SEXUALITY, Section no. 74725",Other,8,Educational Psychology
Summer 2011,74725,EDP,F363,3-HUMAN SEXUALITY,"EDP-F363: 3-HUMAN SEXUALITY, Section no. 74725",F,1,Educational Psychology
Summer 2011,74725,EDP,F363,3-HUMAN SEXUALITY,"EDP-F363: 3-HUMAN SEXUALITY, Section no. 74725",D,1,Educational Psychology
Summer 2011,74725,EDP,F363,3-HUMAN SEXUALITY,"EDP-F363: 3-HUMAN SEXUALITY, Section no. 74725",C,7,Educational Psychology
Summer 2011,74725,EDP,F363,3-HUMAN SEXUALITY,"EDP-F363: 3-HUMAN SEXUALITY, Section no. 74725",B,19,Educational Psychology
Summer 2011,74725,EDP,F363,3-HUMAN SEXUALITY,"EDP-F363: 3-HUMAN SEXUALITY, Section no. 74725",A,86,Educational Psychology
Summer 2011,74750,EDP,F371,INTRODUCTION TO STATISTICS,"EDP-F371: INTRODUCTION TO STATISTICS, Section no. 74750",Other,1,Educational Psychology
Summer 2011,74750,EDP,F371,INTRODUCTION TO STATISTICS,"EDP-F371: INTRODUCTION TO STATISTICS, Section no. 74750",C,2,Educational Psychology
Summer 2011,74750,EDP,F371,INTRODUCTION TO STATISTICS,"EDP-F371: INTRODUCTION TO STATISTICS, Section no. 74750",C+,2,Educational Psychology
Summer 2011,74750,EDP,F371,INTRODUCTION TO STATISTICS,"EDP-F371: INTRODUCTION TO STATISTICS, Section no. 74750",B-,1,Educational Psychology
Summer 2011,74750,EDP,F371,INTRODUCTION TO STATISTICS,"EDP-F371: INTRODUCTION TO STATISTICS, Section no. 74750",B,5,Educational Psychology
Summer 2011,74750,EDP,F371,INTRODUCTION TO STATISTICS,"EDP-F371: INTRODUCTION TO STATISTICS, Section no. 74750",B+,3,Educational Psychology
Summer 2011,74750,EDP,F371,INTRODUCTION TO STATISTICS,"EDP-F371: INTRODUCTION TO STATISTICS, Section no. 74750",A-,1,Educational Psychology
Summer 2011,74750,EDP,F371,INTRODUCTION TO STATISTICS,"EDP-F371: INTRODUCTION TO STATISTICS, Section no. 74750",A,7,Educational Psychology
Summer 2011,74755,EDP,F371,INTRODUCTION TO STATISTICS,"EDP-F371: INTRODUCTION TO STATISTICS, Section no. 74755",Other,4,Educational Psychology
Summer 2011,74755,EDP,F371,INTRODUCTION TO STATISTICS,"EDP-F371: INTRODUCTION TO STATISTICS, Section no. 74755",C,1,Educational Psychology
Summer 2011,74755,EDP,F371,INTRODUCTION TO STATISTICS,"EDP-F371: INTRODUCTION TO STATISTICS, Section no. 74755",B-,2,Educational Psychology
Summer 2011,74755,EDP,F371,INTRODUCTION TO STATISTICS,"EDP-F371: INTRODUCTION TO STATISTICS, Section no. 74755",B,2,Educational Psychology
Summer 2011,74755,EDP,F371,INTRODUCTION TO STATISTICS,"EDP-F371: INTRODUCTION TO STATISTICS, Section no. 74755",B+,1,Educational Psychology
Summer 2011,74755,EDP,F371,INTRODUCTION TO STATISTICS,"EDP-F371: INTRODUCTION TO STATISTICS, Section no. 74755",A-,1,Educational Psychology
Summer 2011,74755,EDP,F371,INTRODUCTION TO STATISTICS,"EDP-F371: INTRODUCTION TO STATISTICS, Section no. 74755",A,17,Educational Psychology
Summer 2011,74765,EDP,F380P,1-MEASUREMENT AND EVALUATION,"EDP-F380P: 1-MEASUREMENT AND EVALUATION, Section no. 74765",A-,2,Educational Psychology
Summer 2011,74765,EDP,F380P,1-MEASUREMENT AND EVALUATION,"EDP-F380P: 1-MEASUREMENT AND EVALUATION, Section no. 74765",A,5,Educational Psychology
Summer 2011,74800,EDP,F382K,6-STRUCTURAL EQUATION MODELING,"EDP-F382K: 6-STRUCTURAL EQUATION MODELING, Section no. 74800",Other,4,Educational Psychology
Summer 2011,74800,EDP,F382K,6-STRUCTURAL EQUATION MODELING,"EDP-F382K: 6-STRUCTURAL EQUATION MODELING, Section no. 74800",B,1,Educational Psychology
Summer 2011,74800,EDP,F382K,6-STRUCTURAL EQUATION MODELING,"EDP-F382K: 6-STRUCTURAL EQUATION MODELING, Section no. 74800",A-,3,Educational Psychology
Summer 2011,74800,EDP,F382K,6-STRUCTURAL EQUATION MODELING,"EDP-F382K: 6-STRUCTURAL EQUATION MODELING, Section no. 74800",A,16,Educational Psychology
Summer 2011,74805,EDP,F482K,1-EXPER DESIGN AND STAT INFER,"EDP-F482K: 1-EXPER DESIGN AND STAT INFER, Section no. 74805",Other,4,Educational Psychology
Summer 2011,74805,EDP,F482K,1-EXPER DESIGN AND STAT INFER,"EDP-F482K: 1-EXPER DESIGN AND STAT INFER, Section no. 74805",B,1,Educational Psychology
Summer 2011,74805,EDP,F482K,1-EXPER DESIGN AND STAT INFER,"EDP-F482K: 1-EXPER DESIGN AND STAT INFER, Section no. 74805",B+,4,Educational Psychology
Summer 2011,74805,EDP,F482K,1-EXPER DESIGN AND STAT INFER,"EDP-F482K: 1-EXPER DESIGN AND STAT INFER, Section no. 74805",A-,3,Educational Psychology
Summer 2011,74805,EDP,F482K,1-EXPER DESIGN AND STAT INFER,"EDP-F482K: 1-EXPER DESIGN AND STAT INFER, Section no. 74805",A,7,Educational Psychology
Summer 2011,75045,EDP,S310,INTRO HUMAN SEXLTY/RELATNSHPS,"EDP-S310: INTRO HUMAN SEXLTY/RELATNSHPS, Section no. 75045",Other,4,Educational Psychology
Summer 2011,75045,EDP,S310,INTRO HUMAN SEXLTY/RELATNSHPS,"EDP-S310: INTRO HUMAN SEXLTY/RELATNSHPS, Section no. 75045",D,1,Educational Psychology
Summer 2011,75045,EDP,S310,INTRO HUMAN SEXLTY/RELATNSHPS,"EDP-S310: INTRO HUMAN SEXLTY/RELATNSHPS, Section no. 75045",D+,1,Educational Psychology
Summer 2011,75045,EDP,S310,INTRO HUMAN SEXLTY/RELATNSHPS,"EDP-S310: INTRO HUMAN SEXLTY/RELATNSHPS, Section no. 75045",C,4,Educational Psychology
Summer 2011,75045,EDP,S310,INTRO HUMAN SEXLTY/RELATNSHPS,"EDP-S310: INTRO HUMAN SEXLTY/RELATNSHPS, Section no. 75045",C+,3,Educational Psychology
Summer 2011,75045,EDP,S310,INTRO HUMAN SEXLTY/RELATNSHPS,"EDP-S310: INTRO HUMAN SEXLTY/RELATNSHPS, Section no. 75045",B-,1,Educational Psychology
Summer 2011,75045,EDP,S310,INTRO HUMAN SEXLTY/RELATNSHPS,"EDP-S310: INTRO HUMAN SEXLTY/RELATNSHPS, Section no. 75045",B,10,Educational Psychology
Summer 2011,75045,EDP,S310,INTRO HUMAN SEXLTY/RELATNSHPS,"EDP-S310: INTRO HUMAN SEXLTY/RELATNSHPS, Section no. 75045",B+,5,Educational Psychology
Summer 2011,75045,EDP,S310,INTRO HUMAN SEXLTY/RELATNSHPS,"EDP-S310: INTRO HUMAN SEXLTY/RELATNSHPS, Section no. 75045",A-,8,Educational Psychology
Summer 2011,75045,EDP,S310,INTRO HUMAN SEXLTY/RELATNSHPS,"EDP-S310: INTRO HUMAN SEXLTY/RELATNSHPS, Section no. 75045",A,15,Educational Psychology
Summer 2011,75057,EDP,S371,INTRODUCTION TO STATISTICS,"EDP-S371: INTRODUCTION TO STATISTICS, Section no. 75057",Other,6,Educational Psychology
Summer 2011,75057,EDP,S371,INTRODUCTION TO STATISTICS,"EDP-S371: INTRODUCTION TO STATISTICS, Section no. 75057",F,1,Educational Psychology
Summer 2011,75057,EDP,S371,INTRODUCTION TO STATISTICS,"EDP-S371: INTRODUCTION TO STATISTICS, Section no. 75057",C,2,Educational Psychology
Summer 2011,75057,EDP,S371,INTRODUCTION TO STATISTICS,"EDP-S371: INTRODUCTION TO STATISTICS, Section no. 75057",B-,1,Educational Psychology
Summer 2011,75057,EDP,S371,INTRODUCTION TO STATISTICS,"EDP-S371: INTRODUCTION TO STATISTICS, Section no. 75057",B,8,Educational Psychology
Summer 2011,75057,EDP,S371,INTRODUCTION TO STATISTICS,"EDP-S371: INTRODUCTION TO STATISTICS, Section no. 75057",B+,8,Educational Psychology
Summer 2011,75057,EDP,S371,INTRODUCTION TO STATISTICS,"EDP-S371: INTRODUCTION TO STATISTICS, Section no. 75057",A-,3,Educational Psychology
Summer 2011,75057,EDP,S371,INTRODUCTION TO STATISTICS,"EDP-S371: INTRODUCTION TO STATISTICS, Section no. 75057",A,12,Educational Psychology
Summer 2011,75085,EDP,S381,26-MULTICULTURAL COUNSELING,"EDP-S381: 26-MULTICULTURAL COUNSELING, Section no. 75085",A-,4,Educational Psychology
Summer 2011,75085,EDP,S381,26-MULTICULTURAL COUNSELING,"EDP-S381: 26-MULTICULTURAL COUNSELING, Section no. 75085",A,11,Educational Psychology
Summer 2011,75095,EDP,S384,ACADEMIC AND TECHNICAL WRITING,"EDP-S384: ACADEMIC AND TECHNICAL WRITING, Section no. 75095",Other,2,Educational Psychology
Summer 2011,75095,EDP,S384,ACADEMIC AND TECHNICAL WRITING,"EDP-S384: ACADEMIC AND TECHNICAL WRITING, Section no. 75095",A,8,Educational Psychology
Summer 2011,75145,EDP,S398T,COLLEGE TEACHING METHODOLOGY,"EDP-S398T: COLLEGE TEACHING METHODOLOGY, Section no. 75145",Other,1,Educational Psychology
Summer 2011,75145,EDP,S398T,COLLEGE TEACHING METHODOLOGY,"EDP-S398T: COLLEGE TEACHING METHODOLOGY, Section no. 75145",B+,1,Educational Psychology
Summer 2011,75145,EDP,S398T,COLLEGE TEACHING METHODOLOGY,"EDP-S398T: COLLEGE TEACHING METHODOLOGY, Section no. 75145",A,13,Educational Psychology
Summer 2011,75205,HED,F329K,"CHILD, ADOLESCENT, ADULT HLTH","HED-F329K: CHILD, ADOLESCENT, ADULT HLTH, Section no. 75205",Other,1,Health Education
Summer 2011,75205,HED,F329K,"CHILD, ADOLESCENT, ADULT HLTH","HED-F329K: CHILD, ADOLESCENT, ADULT HLTH, Section no. 75205",B,25,Health Education
Summer 2011,75205,HED,F329K,"CHILD, ADOLESCENT, ADULT HLTH","HED-F329K: CHILD, ADOLESCENT, ADULT HLTH, Section no. 75205",B+,2,Health Education
Summer 2011,75205,HED,F329K,"CHILD, ADOLESCENT, ADULT HLTH","HED-F329K: CHILD, ADOLESCENT, ADULT HLTH, Section no. 75205",A,42,Health Education
Summer 2011,75340,KIN,F310,PHYSIOL BASIS OF CONDITIONING,"KIN-F310: PHYSIOL BASIS OF CONDITIONING, Section no. 75340",Other,6,Kinesiology
Summer 2011,75340,KIN,F310,PHYSIOL BASIS OF CONDITIONING,"KIN-F310: PHYSIOL BASIS OF CONDITIONING, Section no. 75340",F,1,Kinesiology
Summer 2011,75340,KIN,F310,PHYSIOL BASIS OF CONDITIONING,"KIN-F310: PHYSIOL BASIS OF CONDITIONING, Section no. 75340",D,2,Kinesiology
Summer 2011,75340,KIN,F310,PHYSIOL BASIS OF CONDITIONING,"KIN-F310: PHYSIOL BASIS OF CONDITIONING, Section no. 75340",D+,1,Kinesiology
Summer 2011,75340,KIN,F310,PHYSIOL BASIS OF CONDITIONING,"KIN-F310: PHYSIOL BASIS OF CONDITIONING, Section no. 75340",C-,1,Kinesiology
Summer 2011,75340,KIN,F310,PHYSIOL BASIS OF CONDITIONING,"KIN-F310: PHYSIOL BASIS OF CONDITIONING, Section no. 75340",C,2,Kinesiology
Summer 2011,75340,KIN,F310,PHYSIOL BASIS OF CONDITIONING,"KIN-F310: PHYSIOL BASIS OF CONDITIONING, Section no. 75340",C+,5,Kinesiology
Summer 2011,75340,KIN,F310,PHYSIOL BASIS OF CONDITIONING,"KIN-F310: PHYSIOL BASIS OF CONDITIONING, Section no. 75340",B-,6,Kinesiology
Summer 2011,75340,KIN,F310,PHYSIOL BASIS OF CONDITIONING,"KIN-F310: PHYSIOL BASIS OF CONDITIONING, Section no. 75340",B,9,Kinesiology
Summer 2011,75340,KIN,F310,PHYSIOL BASIS OF CONDITIONING,"KIN-F310: PHYSIOL BASIS OF CONDITIONING, Section no. 75340",B+,6,Kinesiology
Summer 2011,75340,KIN,F310,PHYSIOL BASIS OF CONDITIONING,"KIN-F310: PHYSIOL BASIS OF CONDITIONING, Section no. 75340",A-,9,Kinesiology
Summer 2011,75340,KIN,F310,PHYSIOL BASIS OF CONDITIONING,"KIN-F310: PHYSIOL BASIS OF CONDITIONING, Section no. 75340",A,10,Kinesiology
Summer 2011,75345,KIN,F312,2-CARE/PREVEN OF ATH INJURIES,"KIN-F312: 2-CARE/PREVEN OF ATH INJURIES, Section no. 75345",Other,1,Kinesiology
Summer 2011,75345,KIN,F312,2-CARE/PREVEN OF ATH INJURIES,"KIN-F312: 2-CARE/PREVEN OF ATH INJURIES, Section no. 75345",F,1,Kinesiology
Summer 2011,75345,KIN,F312,2-CARE/PREVEN OF ATH INJURIES,"KIN-F312: 2-CARE/PREVEN OF ATH INJURIES, Section no. 75345",D+,1,Kinesiology
Summer 2011,75345,KIN,F312,2-CARE/PREVEN OF ATH INJURIES,"KIN-F312: 2-CARE/PREVEN OF ATH INJURIES, Section no. 75345",C+,2,Kinesiology
Summer 2011,75345,KIN,F312,2-CARE/PREVEN OF ATH INJURIES,"KIN-F312: 2-CARE/PREVEN OF ATH INJURIES, Section no. 75345",B-,2,Kinesiology
Summer 2011,75345,KIN,F312,2-CARE/PREVEN OF ATH INJURIES,"KIN-F312: 2-CARE/PREVEN OF ATH INJURIES, Section no. 75345",B,3,Kinesiology
Summer 2011,75345,KIN,F312,2-CARE/PREVEN OF ATH INJURIES,"KIN-F312: 2-CARE/PREVEN OF ATH INJURIES, Section no. 75345",B+,1,Kinesiology
Summer 2011,75345,KIN,F312,2-CARE/PREVEN OF ATH INJURIES,"KIN-F312: 2-CARE/PREVEN OF ATH INJURIES, Section no. 75345",A-,1,Kinesiology
Summer 2011,75345,KIN,F312,2-CARE/PREVEN OF ATH INJURIES,"KIN-F312: 2-CARE/PREVEN OF ATH INJURIES, Section no. 75345",A,5,Kinesiology
Summer 2011,75350,KIN,F312M,MGMT OF PHYS ACTIV/SPORT PROGS,"KIN-F312M: MGMT OF PHYS ACTIV/SPORT PROGS, Section no. 75350",C,1,Kinesiology
Summer 2011,75350,KIN,F312M,MGMT OF PHYS ACTIV/SPORT PROGS,"KIN-F312M: MGMT OF PHYS ACTIV/SPORT PROGS, Section no. 75350",C+,1,Kinesiology
Summer 2011,75350,KIN,F312M,MGMT OF PHYS ACTIV/SPORT PROGS,"KIN-F312M: MGMT OF PHYS ACTIV/SPORT PROGS, Section no. 75350",B-,1,Kinesiology
Summer 2011,75350,KIN,F312M,MGMT OF PHYS ACTIV/SPORT PROGS,"KIN-F312M: MGMT OF PHYS ACTIV/SPORT PROGS, Section no. 75350",B,11,Kinesiology
Summer 2011,75350,KIN,F312M,MGMT OF PHYS ACTIV/SPORT PROGS,"KIN-F312M: MGMT OF PHYS ACTIV/SPORT PROGS, Section no. 75350",B+,4,Kinesiology
Summer 2011,75350,KIN,F312M,MGMT OF PHYS ACTIV/SPORT PROGS,"KIN-F312M: MGMT OF PHYS ACTIV/SPORT PROGS, Section no. 75350",A-,8,Kinesiology
Summer 2011,75350,KIN,F312M,MGMT OF PHYS ACTIV/SPORT PROGS,"KIN-F312M: MGMT OF PHYS ACTIV/SPORT PROGS, Section no. 75350",A,3,Kinesiology
Summer 2011,75360,KIN,F316,STRUCT & ORGANIZ OF SPORT PROG,"KIN-F316: STRUCT & ORGANIZ OF SPORT PROG, Section no. 75360",C-,2,Kinesiology
Summer 2011,75360,KIN,F316,STRUCT & ORGANIZ OF SPORT PROG,"KIN-F316: STRUCT & ORGANIZ OF SPORT PROG, Section no. 75360",C,2,Kinesiology
Summer 2011,75360,KIN,F316,STRUCT & ORGANIZ OF SPORT PROG,"KIN-F316: STRUCT & ORGANIZ OF SPORT PROG, Section no. 75360",C+,1,Kinesiology
Summer 2011,75360,KIN,F316,STRUCT & ORGANIZ OF SPORT PROG,"KIN-F316: STRUCT & ORGANIZ OF SPORT PROG, Section no. 75360",B-,3,Kinesiology
Summer 2011,75360,KIN,F316,STRUCT & ORGANIZ OF SPORT PROG,"KIN-F316: STRUCT & ORGANIZ OF SPORT PROG, Section no. 75360",B,8,Kinesiology
Summer 2011,75360,KIN,F316,STRUCT & ORGANIZ OF SPORT PROG,"KIN-F316: STRUCT & ORGANIZ OF SPORT PROG, Section no. 75360",B+,3,Kinesiology
Summer 2011,75360,KIN,F316,STRUCT & ORGANIZ OF SPORT PROG,"KIN-F316: STRUCT & ORGANIZ OF SPORT PROG, Section no. 75360",A-,8,Kinesiology
Summer 2011,75360,KIN,F316,STRUCT & ORGANIZ OF SPORT PROG,"KIN-F316: STRUCT & ORGANIZ OF SPORT PROG, Section no. 75360",A,1,Kinesiology
Summer 2011,75385,KIN,F321M,MOTOR DEVEL AND PERFORMANCE,"KIN-F321M: MOTOR DEVEL AND PERFORMANCE, Section no. 75385",B,2,Kinesiology
Summer 2011,75385,KIN,F321M,MOTOR DEVEL AND PERFORMANCE,"KIN-F321M: MOTOR DEVEL AND PERFORMANCE, Section no. 75385",B+,4,Kinesiology
Summer 2011,75385,KIN,F321M,MOTOR DEVEL AND PERFORMANCE,"KIN-F321M: MOTOR DEVEL AND PERFORMANCE, Section no. 75385",A-,3,Kinesiology
Summer 2011,75385,KIN,F321M,MOTOR DEVEL AND PERFORMANCE,"KIN-F321M: MOTOR DEVEL AND PERFORMANCE, Section no. 75385",A,2,Kinesiology
Summer 2011,75390,KIN,F321M,MOTOR DEVEL AND PERFORMANCE,"KIN-F321M: MOTOR DEVEL AND PERFORMANCE, Section no. 75390",F,1,Kinesiology
Summer 2011,75390,KIN,F321M,MOTOR DEVEL AND PERFORMANCE,"KIN-F321M: MOTOR DEVEL AND PERFORMANCE, Section no. 75390",C-,1,Kinesiology
Summer 2011,75390,KIN,F321M,MOTOR DEVEL AND PERFORMANCE,"KIN-F321M: MOTOR DEVEL AND PERFORMANCE, Section no. 75390",C+,1,Kinesiology
Summer 2011,75390,KIN,F321M,MOTOR DEVEL AND PERFORMANCE,"KIN-F321M: MOTOR DEVEL AND PERFORMANCE, Section no. 75390",B-,2,Kinesiology
Summer 2011,75390,KIN,F321M,MOTOR DEVEL AND PERFORMANCE,"KIN-F321M: MOTOR DEVEL AND PERFORMANCE, Section no. 75390",B,1,Kinesiology
Summer 2011,75390,KIN,F321M,MOTOR DEVEL AND PERFORMANCE,"KIN-F321M: MOTOR DEVEL AND PERFORMANCE, Section no. 75390",B+,1,Kinesiology
Summer 2011,75390,KIN,F321M,MOTOR DEVEL AND PERFORMANCE,"KIN-F321M: MOTOR DEVEL AND PERFORMANCE, Section no. 75390",A-,2,Kinesiology
Summer 2011,75390,KIN,F321M,MOTOR DEVEL AND PERFORMANCE,"KIN-F321M: MOTOR DEVEL AND PERFORMANCE, Section no. 75390",A,2,Kinesiology
Summer 2011,75395,KIN,F321M,MOTOR DEVEL AND PERFORMANCE,"KIN-F321M: MOTOR DEVEL AND PERFORMANCE, Section no. 75395",C+,1,Kinesiology
Summer 2011,75395,KIN,F321M,MOTOR DEVEL AND PERFORMANCE,"KIN-F321M: MOTOR DEVEL AND PERFORMANCE, Section no. 75395",B,3,Kinesiology
Summer 2011,75395,KIN,F321M,MOTOR DEVEL AND PERFORMANCE,"KIN-F321M: MOTOR DEVEL AND PERFORMANCE, Section no. 75395",B+,1,Kinesiology
Summer 2011,75395,KIN,F321M,MOTOR DEVEL AND PERFORMANCE,"KIN-F321M: MOTOR DEVEL AND PERFORMANCE, Section no. 75395",A-,3,Kinesiology
Summer 2011,75395,KIN,F321M,MOTOR DEVEL AND PERFORMANCE,"KIN-F321M: MOTOR DEVEL AND PERFORMANCE, Section no. 75395",A,2,Kinesiology
Summer 2011,75400,KIN,F324K,APPLIED HUMAN ANATOMY,"KIN-F324K: APPLIED HUMAN ANATOMY, Section no. 75400",Other,2,Kinesiology
Summer 2011,75400,KIN,F324K,APPLIED HUMAN ANATOMY,"KIN-F324K: APPLIED HUMAN ANATOMY, Section no. 75400",F,3,Kinesiology
Summer 2011,75400,KIN,F324K,APPLIED HUMAN ANATOMY,"KIN-F324K: APPLIED HUMAN ANATOMY, Section no. 75400",D-,1,Kinesiology
Summer 2011,75400,KIN,F324K,APPLIED HUMAN ANATOMY,"KIN-F324K: APPLIED HUMAN ANATOMY, Section no. 75400",D+,1,Kinesiology
Summer 2011,75400,KIN,F324K,APPLIED HUMAN ANATOMY,"KIN-F324K: APPLIED HUMAN ANATOMY, Section no. 75400",C-,2,Kinesiology
Summer 2011,75400,KIN,F324K,APPLIED HUMAN ANATOMY,"KIN-F324K: APPLIED HUMAN ANATOMY, Section no. 75400",C,4,Kinesiology
Summer 2011,75400,KIN,F324K,APPLIED HUMAN ANATOMY,"KIN-F324K: APPLIED HUMAN ANATOMY, Section no. 75400",B,3,Kinesiology
Summer 2011,75400,KIN,F324K,APPLIED HUMAN ANATOMY,"KIN-F324K: APPLIED HUMAN ANATOMY, Section no. 75400",A-,2,Kinesiology
Summer 2011,75400,KIN,F324K,APPLIED HUMAN ANATOMY,"KIN-F324K: APPLIED HUMAN ANATOMY, Section no. 75400",A,3,Kinesiology
Summer 2011,75405,KIN,F324K,APPLIED HUMAN ANATOMY,"KIN-F324K: APPLIED HUMAN ANATOMY, Section no. 75405",Other,4,Kinesiology
Summer 2011,75405,KIN,F324K,APPLIED HUMAN ANATOMY,"KIN-F324K: APPLIED HUMAN ANATOMY, Section no. 75405",F,1,Kinesiology
Summer 2011,75405,KIN,F324K,APPLIED HUMAN ANATOMY,"KIN-F324K: APPLIED HUMAN ANATOMY, Section no. 75405",D,1,Kinesiology
Summer 2011,75405,KIN,F324K,APPLIED HUMAN ANATOMY,"KIN-F324K: APPLIED HUMAN ANATOMY, Section no. 75405",C-,2,Kinesiology
Summer 2011,75405,KIN,F324K,APPLIED HUMAN ANATOMY,"KIN-F324K: APPLIED HUMAN ANATOMY, Section no. 75405",C,4,Kinesiology
Summer 2011,75405,KIN,F324K,APPLIED HUMAN ANATOMY,"KIN-F324K: APPLIED HUMAN ANATOMY, Section no. 75405",C+,1,Kinesiology
Summer 2011,75405,KIN,F324K,APPLIED HUMAN ANATOMY,"KIN-F324K: APPLIED HUMAN ANATOMY, Section no. 75405",B,7,Kinesiology
Summer 2011,75405,KIN,F324K,APPLIED HUMAN ANATOMY,"KIN-F324K: APPLIED HUMAN ANATOMY, Section no. 75405",B+,1,Kinesiology
Summer 2011,75405,KIN,F324K,APPLIED HUMAN ANATOMY,"KIN-F324K: APPLIED HUMAN ANATOMY, Section no. 75405",A-,2,Kinesiology
Summer 2011,75405,KIN,F324K,APPLIED HUMAN ANATOMY,"KIN-F324K: APPLIED HUMAN ANATOMY, Section no. 75405",A,1,Kinesiology
Summer 2011,75415,KIN,F324K,APPLIED HUMAN ANATOMY,"KIN-F324K: APPLIED HUMAN ANATOMY, Section no. 75415",Other,3,Kinesiology
Summer 2011,75415,KIN,F324K,APPLIED HUMAN ANATOMY,"KIN-F324K: APPLIED HUMAN ANATOMY, Section no. 75415",F,2,Kinesiology
Summer 2011,75415,KIN,F324K,APPLIED HUMAN ANATOMY,"KIN-F324K: APPLIED HUMAN ANATOMY, Section no. 75415",D+,1,Kinesiology
Summer 2011,75415,KIN,F324K,APPLIED HUMAN ANATOMY,"KIN-F324K: APPLIED HUMAN ANATOMY, Section no. 75415",C-,2,Kinesiology
Summer 2011,75415,KIN,F324K,APPLIED HUMAN ANATOMY,"KIN-F324K: APPLIED HUMAN ANATOMY, Section no. 75415",C+,3,Kinesiology
Summer 2011,75415,KIN,F324K,APPLIED HUMAN ANATOMY,"KIN-F324K: APPLIED HUMAN ANATOMY, Section no. 75415",B-,1,Kinesiology
Summer 2011,75415,KIN,F324K,APPLIED HUMAN ANATOMY,"KIN-F324K: APPLIED HUMAN ANATOMY, Section no. 75415",B,2,Kinesiology
Summer 2011,75415,KIN,F324K,APPLIED HUMAN ANATOMY,"KIN-F324K: APPLIED HUMAN ANATOMY, Section no. 75415",B+,1,Kinesiology
Summer 2011,75415,KIN,F324K,APPLIED HUMAN ANATOMY,"KIN-F324K: APPLIED HUMAN ANATOMY, Section no. 75415",A,1,Kinesiology
Summer 2011,75420,KIN,F325K,PHYSIOLOGY OF EXERCISE,"KIN-F325K: PHYSIOLOGY OF EXERCISE, Section no. 75420",C-,2,Kinesiology
Summer 2011,75420,KIN,F325K,PHYSIOLOGY OF EXERCISE,"KIN-F325K: PHYSIOLOGY OF EXERCISE, Section no. 75420",C,2,Kinesiology
